Tipo de jornada;Comunidades y Ciudades Autonómas;Decil;Periodo;Total;Total_num
Jornada a tiempo parcial;03 Asturias, Principado de;2;2021;1.001,91  ;1001.91
Jornada a tiempo parcial;03 Asturias, Principado de;2;2020;989,53  ;989.53
Jornada a tiempo parcial;03 Asturias, Principado de;2;2019;942,37  ;942.37
Jornada a tiempo parcial;03 Asturias, Principado de;2;2018;891,24  ;891.24
Jornada a tiempo parcial;03 Asturias, Principado de;2;2017;841,23  ;841.23
Jornada a tiempo parcial;03 Asturias, Principado de;2;2016;849,51  ;849.51
Jornada a tiempo parcial;03 Asturias, Principado de;2;2015;819,72  ;819.72
Jornada a tiempo parcial;03 Asturias, Principado de;2;2014;755,17  ;755.17
Jornada a tiempo parcial;03 Asturias, Principado de;2;2013;769,32  ;769.32
Jornada a tiempo parcial;03 Asturias, Principado de;2;2012;801,13  ;801.13
Jornada a tiempo parcial;03 Asturias, Principado de;2;2011;821,37  ;821.37
Jornada a tiempo parcial;03 Asturias, Principado de;2;2010;801,49  ;801.49
Jornada a tiempo parcial;03 Asturias, Principado de;2;2009;833,98  ;833.98
Jornada a tiempo parcial;03 Asturias, Principado de;2;2008;868,53  ;868.53
Jornada a tiempo parcial;03 Asturias, Principado de;2;2007;812,99  ;812.99
Jornada a tiempo parcial;03 Asturias, Principado de;2;2006;757,08  ;757.08
Jornada a tiempo parcial;03 Asturias, Principado de;3;2022;1.335,55  ;1335.55
Jornada a tiempo parcial;03 Asturias, Principado de;3;2021;1.230,48  ;1230.48
Jornada a tiempo parcial;03 Asturias, Principado de;3;2020;1.227,44  ;1227.44
Jornada a tiempo parcial;03 Asturias, Principado de;3;2019;1.185,37  ;1185.37
Jornada a tiempo parcial;03 Asturias, Principado de;3;2018;1.158,36  ;1158.36
Jornada a tiempo parcial;03 Asturias, Principado de;3;2017;1.111,75  ;1111.75
Jornada a tiempo parcial;03 Asturias, Principado de;3;2016;1.098,00  ;1098,00
Jornada a tiempo parcial;03 Asturias, Principado de;3;2015;1.074,54  ;1074.54
Jornada a tiempo parcial;03 Asturias, Principado de;3;2014;1.077,36  ;1077.36
Jornada a tiempo parcial;03 Asturias, Principado de;3;2013;1.063,33  ;1063.33
Jornada a tiempo parcial;03 Asturias, Principado de;3;2012;1.140,11  ;1140.11
Jornada a tiempo parcial;03 Asturias, Principado de;3;2011;1.104,00  ;1104,00
Jornada a tiempo parcial;03 Asturias, Principado de;3;2010;1.153,96  ;1153.96
Jornada a tiempo parcial;03 Asturias, Principado de;3;2009;1.082,89  ;1082.89
Jornada a tiempo parcial;03 Asturias, Principado de;3;2008;1.053,39  ;1053.39
Jornada a tiempo parcial;03 Asturias, Principado de;3;2007;994,74  ;994.74
Jornada a tiempo parcial;03 Asturias, Principado de;3;2006;1.026,04  ;1026.04
Jornada a tiempo parcial;03 Asturias, Principado de;4;2022;1.492,69  ;1492.69
Jornada a tiempo parcial;03 Asturias, Principado de;4;2021;1.434,12  ;1434.12
Jornada a tiempo parcial;03 Asturias, Principado de;4;2020;1.430,52  ;1430.52
Jornada a tiempo parcial;03 Asturias, Principado de;4;2019;1.438,03  ;1438.03
Jornada a tiempo parcial;03 Asturias, Principado de;4;2018;1.353,23  ;1353.23
Jornada a tiempo parcial;03 Asturias, Principado de;4;2017;1.309,64  ;1309.64
Jornada a tiempo parcial;03 Asturias, Principado de;4;2016;1.315,24  ;1315.24
Jornada a tiempo parcial;03 Asturias, Principado de;4;2015;1.287,45  ;1287.45
Jornada a tiempo parcial;03 Asturias, Principado de;4;2014;1.299,17  ;1299.17
Jornada a tiempo parcial;03 Asturias, Principado de;4;2013;1.308,88  ;1308.88
Jornada a tiempo parcial;03 Asturias, Principado de;4;2012;1.322,16  ;1322.16
Jornada a tiempo parcial;03 Asturias, Principado de;4;2011;1.342,33  ;1342.33
Jornada a tiempo parcial;03 Asturias, Principado de;4;2010;1.279,32  ;1279.32
Jornada a tiempo parcial;03 Asturias, Principado de;4;2009;1.242,64  ;1242.64
Jornada a tiempo parcial;03 Asturias, Principado de;4;2008;1.249,44  ;1249.44
Jornada a tiempo parcial;03 Asturias, Principado de;4;2007;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;4;2006;1.137,74  ;1137.74
Jornada a tiempo parcial;03 Asturias, Principado de;5;2022;1.695,00  ;1695,00
Jornada a tiempo parcial;03 Asturias, Principado de;5;2021;1.628,27  ;1628.27
Jornada a tiempo parcial;03 Asturias, Principado de;5;2020;1.556,37  ;1556.37
Jornada a tiempo parcial;03 Asturias, Principado de;5;2019;1.618,18  ;1618.18
Jornada a tiempo parcial;03 Asturias, Principado de;5;2018;1.561,35  ;1561.35
Jornada a tiempo parcial;03 Asturias, Principado de;5;2017;1.472,32  ;1472.32
Jornada a tiempo parcial;03 Asturias, Principado de;5;2016;1.486,34  ;1486.34
Jornada a tiempo parcial;03 Asturias, Principado de;5;2015;1.440,56  ;1440.56
Jornada a tiempo parcial;03 Asturias, Principado de;5;2014;1.465,05  ;1465.05
Jornada a tiempo parcial;03 Asturias, Principado de;5;2013;1.478,43  ;1478.43
Jornada a tiempo parcial;03 Asturias, Principado de;5;2012;1.532,94  ;1532.94
Jornada a tiempo parcial;03 Asturias, Principado de;5;2011;1.458,56  ;1458.56
Jornada a tiempo parcial;03 Asturias, Principado de;5;2010;1.522,87  ;1522.87
Jornada a tiempo parcial;03 Asturias, Principado de;5;2009;1.492,81  ;1492.81
Jornada a tiempo parcial;03 Asturias, Principado de;5;2008;1.399,53  ;1399.53
Jornada a tiempo parcial;03 Asturias, Principado de;5;2007;1.273,22  ;1273.22
Jornada a tiempo parcial;03 Asturias, Principado de;5;2006;1.260,08  ;1260.08
Jornada a tiempo parcial;03 Asturias, Principado de;6;2022;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;6;2021;1.776,77  ;1776.77
Jornada a tiempo parcial;03 Asturias, Principado de;6;2020;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;6;2019;1.757,97  ;1757.97
Jornada a tiempo parcial;03 Asturias, Principado de;6;2018;1.721,53  ;1721.53
Jornada a tiempo parcial;03 Asturias, Principado de;6;2017;1.658,82  ;1658.82
Jornada a tiempo parcial;03 Asturias, Principado de;6;2016;1.611,66  ;1611.66
Jornada a tiempo parcial;03 Asturias, Principado de;6;2015;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;6;2014;1.733,72  ;1733.72
Jornada a tiempo parcial;03 Asturias, Principado de;6;2013;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;6;2012;1.605,69  ;1605.69
Jornada a tiempo parcial;03 Asturias, Principado de;6;2011;1.771,73  ;1771.73
Jornada a tiempo parcial;03 Asturias, Principado de;6;2010;1.592,09  ;1592.09
Jornada a tiempo parcial;03 Asturias, Principado de;6;2009;1.578,72  ;1578.72
Jornada a tiempo parcial;03 Asturias, Principado de;6;2008;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;6;2007;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;6;2006;1.373,91  ;1373.91
Jornada a tiempo parcial;03 Asturias, Principado de;7;2022;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;7;2021;2.253,70  ;2253.7
Jornada a tiempo parcial;03 Asturias, Principado de;7;2020;2.092,62  ;2092.62
Jornada a tiempo parcial;03 Asturias, Principado de;7;2019;2.130,49  ;2130.49
Jornada a tiempo parcial;03 Asturias, Principado de;7;2018;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;7;2017;1.858,39  ;1858.39
Jornada a tiempo parcial;03 Asturias, Principado de;7;2016;1.962,37  ;1962.37
Jornada a tiempo parcial;03 Asturias, Principado de;7;2015;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;7;2014;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;7;2013;1.958,34  ;1958.34
Jornada a tiempo parcial;03 Asturias, Principado de;7;2012;1.995,61  ;1995.61
Jornada a tiempo parcial;03 Asturias, Principado de;7;2011;1.865,65  ;1865.65
Jornada a tiempo parcial;03 Asturias, Principado de;7;2010;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;7;2009;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;7;2008;1.808,05  ;1808.05
Jornada a tiempo parcial;03 Asturias, Principado de;7;2007;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;7;2006;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;8;2022;2.657,75  ;2657.75
Jornada a tiempo parcial;03 Asturias, Principado de;8;2021;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;8;2020;2.345,91  ;2345.91
Jornada a tiempo parcial;03 Asturias, Principado de;8;2019;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;8;2018;2.524,79  ;2524.79
Jornada a tiempo parcial;03 Asturias, Principado de;8;2017;2.321,54  ;2321.54
Jornada a tiempo parcial;03 Asturias, Principado de;8;2016;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;8;2015;2.293,44  ;2293.44
Jornada a tiempo parcial;03 Asturias, Principado de;8;2014;2.290,18  ;2290.18
Jornada a tiempo parcial;03 Asturias, Principado de;8;2013;2.441,39  ;2441.39
Jornada a tiempo parcial;03 Asturias, Principado de;8;2012;2.364,01  ;2364.01
Jornada a tiempo parcial;03 Asturias, Principado de;8;2011;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;8;2010;2.165,61  ;2165.61
Jornada a tiempo parcial;03 Asturias, Principado de;8;2009;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;8;2008;2.090,36  ;2090.36
Jornada a tiempo parcial;03 Asturias, Principado de;8;2007;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;8;2006;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;9;2022;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;9;2021;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;9;2020;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;9;2019;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;9;2018;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;9;2017;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;9;2016;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;9;2015;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;9;2014;2.780,09  ;2780.09
Jornada a tiempo parcial;03 Asturias, Principado de;9;2013;2.882,55  ;2882.55
Jornada a tiempo parcial;03 Asturias, Principado de;9;2012;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;9;2011;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;9;2010;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;9;2009;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;9;2008;3.031,66  ;3031.66
Jornada a tiempo parcial;03 Asturias, Principado de;9;2007;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;9;2006;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;10;2022;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;10;2021;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;10;2020;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;10;2019;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;10;2018;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;10;2017;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;10;2016;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;10;2015;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;10;2014;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;10;2013;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;10;2012;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;10;2011;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;10;2010;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;10;2009;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;10;2008;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;10;2007;..;..
Jornada a tiempo parcial;03 Asturias, Principado de;10;2006;..;..
Jornada a tiempo parcial;04 Balears, Illes;Total decil;2022;1.061,02  ;1061.02
Jornada a tiempo parcial;04 Balears, Illes;Total decil;2021;881,90  ;881.9
Jornada a tiempo parcial;04 Balears, Illes;Total decil;2020;791,00  ;791,00
Jornada a tiempo parcial;04 Balears, Illes;Total decil;2019;852,63  ;852.63
Jornada a tiempo parcial;04 Balears, Illes;Total decil;2018;777,09  ;777.09
Jornada a tiempo parcial;04 Balears, Illes;Total decil;2017;771,45  ;771.45
Jornada a tiempo parcial;04 Balears, Illes;Total decil;2016;785,76  ;785.76
Jornada a tiempo parcial;04 Balears, Illes;Total decil;2015;644,04  ;644.04
Jornada a tiempo parcial;04 Balears, Illes;Total decil;2014;649,87  ;649.87
Jornada a tiempo parcial;04 Balears, Illes;Total decil;2013;691,28  ;691.28
Jornada a tiempo parcial;04 Balears, Illes;Total decil;2012;686,26  ;686.26
Jornada a tiempo parcial;04 Balears, Illes;Total decil;2011;674,47  ;674.47
Jornada a tiempo parcial;04 Balears, Illes;Total decil;2010;695,34  ;695.34
Jornada a tiempo parcial;04 Balears, Illes;Total decil;2009;738,88  ;738.88
Jornada a tiempo parcial;04 Balears, Illes;Total decil;2008;711,88  ;711.88
Jornada a tiempo parcial;04 Balears, Illes;Total decil;2007;637,53  ;637.53
Jornada a tiempo parcial;04 Balears, Illes;Total decil;2006;639,00  ;639,00
Jornada a tiempo parcial;04 Balears, Illes;1;2022;608,93  ;608.93
Jornada a tiempo parcial;04 Balears, Illes;1;2021;539,25  ;539.25
Jornada a tiempo parcial;04 Balears, Illes;1;2020;449,99  ;449.99
Jornada a tiempo parcial;04 Balears, Illes;1;2019;493,19  ;493.19
Jornada a tiempo parcial;04 Balears, Illes;1;2018;452,61  ;452.61
Jornada a tiempo parcial;04 Balears, Illes;1;2017;472,73  ;472.73
Jornada a tiempo parcial;04 Balears, Illes;1;2016;466,76  ;466.76
Jornada a tiempo parcial;04 Balears, Illes;1;2015;385,67  ;385.67
Jornada a tiempo parcial;04 Balears, Illes;1;2014;349,72  ;349.72
Jornada a tiempo parcial;04 Balears, Illes;1;2013;386,79  ;386.79
Jornada a tiempo parcial;04 Balears, Illes;1;2012;404,90  ;404.9
Jornada a tiempo parcial;04 Balears, Illes;1;2011;441,21  ;441.21
Jornada a tiempo parcial;04 Balears, Illes;1;2010;465,37  ;465.37
Jornada a tiempo parcial;04 Balears, Illes;1;2009;491,31  ;491.31
Jornada a tiempo parcial;04 Balears, Illes;1;2008;465,83  ;465.83
Jornada a tiempo parcial;04 Balears, Illes;1;2007;460,20  ;460.2
Jornada a tiempo parcial;04 Balears, Illes;1;2006;459,99  ;459.99
Jornada a tiempo parcial;04 Balears, Illes;2;2022;1.071,81  ;1071.81
Jornada a tiempo parcial;04 Balears, Illes;2;2021;990,79  ;990.79
Jornada a tiempo parcial;04 Balears, Illes;2;2020;1.001,68  ;1001.68
Jornada a tiempo parcial;04 Balears, Illes;2;2019;958,45  ;958.45
Jornada a tiempo parcial;04 Balears, Illes;2;2018;881,14  ;881.14
Jornada a tiempo parcial;04 Balears, Illes;2;2017;811,87  ;811.87
Jornada a tiempo parcial;04 Balears, Illes;2;2016;841,92  ;841.92
Jornada a tiempo parcial;04 Balears, Illes;2;2015;811,14  ;811.14
Jornada a tiempo parcial;04 Balears, Illes;2;2014;766,64  ;766.64
Jornada a tiempo parcial;04 Balears, Illes;2;2013;764,01  ;764.01
Jornada a tiempo parcial;04 Balears, Illes;2;2012;804,04  ;804.04
Jornada a tiempo parcial;04 Balears, Illes;2;2011;818,49  ;818.49
Jornada a tiempo parcial;04 Balears, Illes;2;2010;839,96  ;839.96
Jornada a tiempo parcial;04 Balears, Illes;2;2009;817,98  ;817.98
Jornada a tiempo parcial;04 Balears, Illes;2;2008;888,76  ;888.76
Jornada a tiempo parcial;04 Balears, Illes;2;2007;823,60  ;823.6
Jornada a tiempo parcial;04 Balears, Illes;2;2006;752,44  ;752.44
Jornada a tiempo parcial;04 Balears, Illes;3;2022;1.287,64  ;1287.64
Jornada a tiempo parcial;04 Balears, Illes;3;2021;1.273,60  ;1273.6
Jornada a tiempo parcial;04 Balears, Illes;3;2020;1.229,46  ;1229.46
Jornada a tiempo parcial;04 Balears, Illes;3;2019;1.218,87  ;1218.87
Jornada a tiempo parcial;04 Balears, Illes;3;2018;1.151,75  ;1151.75
Jornada a tiempo parcial;04 Balears, Illes;3;2017;1.106,13  ;1106.13
Jornada a tiempo parcial;04 Balears, Illes;3;2016;1.101,71  ;1101.71
Jornada a tiempo parcial;04 Balears, Illes;3;2015;1.070,19  ;1070.19
Jornada a tiempo parcial;04 Balears, Illes;3;2014;1.042,38  ;1042.38
Jornada a tiempo parcial;04 Balears, Illes;3;2013;1.083,26  ;1083.26
Jornada a tiempo parcial;04 Balears, Illes;3;2012;1.123,25  ;1123.25
Jornada a tiempo parcial;04 Balears, Illes;3;2011;1.147,57  ;1147.57
Jornada a tiempo parcial;04 Balears, Illes;3;2010;1.115,58  ;1115.58
Jornada a tiempo parcial;04 Balears, Illes;3;2009;1.087,05  ;1087.05
Jornada a tiempo parcial;04 Balears, Illes;3;2008;1.100,43  ;1100.43
Jornada a tiempo parcial;04 Balears, Illes;3;2007;1.068,10  ;1068.1
Jornada a tiempo parcial;04 Balears, Illes;3;2006;979,92  ;979.92
Jornada a tiempo parcial;04 Balears, Illes;4;2022;1.485,55  ;1485.55
Jornada a tiempo parcial;04 Balears, Illes;4;2021;1.463,68  ;1463.68
Jornada a tiempo parcial;04 Balears, Illes;4;2020;1.453,35  ;1453.35
Jornada a tiempo parcial;04 Balears, Illes;4;2019;1.450,47  ;1450.47
Jornada a tiempo parcial;04 Balears, Illes;4;2018;1.333,61  ;1333.61
Jornada a tiempo parcial;04 Balears, Illes;4;2017;1.315,67  ;1315.67
Jornada a tiempo parcial;04 Balears, Illes;4;2016;1.326,09  ;1326.09
Jornada a tiempo parcial;04 Balears, Illes;4;2015;1.270,63  ;1270.63
Jornada a tiempo parcial;04 Balears, Illes;4;2014;1.332,79  ;1332.79
Jornada a tiempo parcial;04 Balears, Illes;4;2013;1.302,62  ;1302.62
Jornada a tiempo parcial;04 Balears, Illes;4;2012;1.314,95  ;1314.95
Jornada a tiempo parcial;04 Balears, Illes;4;2011;1.321,01  ;1321.01
Jornada a tiempo parcial;04 Balears, Illes;4;2010;1.295,24  ;1295.24
Jornada a tiempo parcial;04 Balears, Illes;4;2009;1.318,64  ;1318.64
Jornada a tiempo parcial;04 Balears, Illes;4;2008;1.222,85  ;1222.85
Jornada a tiempo parcial;04 Balears, Illes;4;2007;1.171,05  ;1171.05
Jornada a tiempo parcial;04 Balears, Illes;4;2006;1.124,47  ;1124.47
Jornada a tiempo parcial;04 Balears, Illes;5;2022;1.677,28  ;1677.28
Jornada a tiempo parcial;04 Balears, Illes;5;2021;1.679,19  ;1679.19
Jornada a tiempo parcial;04 Balears, Illes;5;2020;1.669,23  ;1669.23
Jornada a tiempo parcial;04 Balears, Illes;5;2019;1.633,43  ;1633.43
Jornada a tiempo parcial;04 Balears, Illes;5;2018;1.632,44  ;1632.44
Jornada a tiempo parcial;04 Balears, Illes;5;2017;..;..
Jornada a tiempo parcial;04 Balears, Illes;5;2016;1.472,14  ;1472.14
Jornada a tiempo parcial;04 Balears, Illes;5;2015;..;..
Jornada a tiempo parcial;04 Balears, Illes;5;2014;..;..
Jornada a tiempo parcial;04 Balears, Illes;5;2013;1.552,39  ;1552.39
Jornada a tiempo parcial;04 Balears, Illes;5;2012;1.506,96  ;1506.96
Jornada a tiempo parcial;04 Balears, Illes;5;2011;1.418,98  ;1418.98
Jornada a tiempo parcial;04 Balears, Illes;5;2010;1.495,88  ;1495.88
Jornada a tiempo parcial;04 Balears, Illes;5;2009;1.374,16  ;1374.16
Jornada a tiempo parcial;04 Balears, Illes;5;2008;1.401,34  ;1401.34
Jornada a tiempo parcial;04 Balears, Illes;5;2007;1.340,48  ;1340.48
Jornada a tiempo parcial;04 Balears, Illes;5;2006;1.307,26  ;1307.26
Jornada a tiempo parcial;04 Balears, Illes;6;2022;1.890,72  ;1890.72
Jornada a tiempo parcial;04 Balears, Illes;6;2021;1.768,73  ;1768.73
Jornada a tiempo parcial;04 Balears, Illes;6;2020;..;..
Jornada a tiempo parcial;04 Balears, Illes;6;2019;1.752,52  ;1752.52
Jornada a tiempo parcial;04 Balears, Illes;6;2018;1.749,66  ;1749.66
Jornada a tiempo parcial;04 Balears, Illes;6;2017;..;..
Jornada a tiempo parcial;04 Balears, Illes;6;2016;1.656,00  ;1656,00
Jornada a tiempo parcial;04 Balears, Illes;6;2015;..;..
Jornada a tiempo parcial;04 Balears, Illes;6;2014;1.702,18  ;1702.18
Jornada a tiempo parcial;04 Balears, Illes;6;2013;..;..
Jornada a tiempo parcial;04 Balears, Illes;6;2012;1.728,14  ;1728.14
Jornada a tiempo parcial;04 Balears, Illes;6;2011;..;..
Jornada a tiempo parcial;04 Balears, Illes;6;2010;1.630,59  ;1630.59
Jornada a tiempo parcial;04 Balears, Illes;6;2009;1.621,35  ;1621.35
Jornada a tiempo parcial;04 Balears, Illes;6;2008;1.516,94  ;1516.94
Jornada a tiempo parcial;04 Balears, Illes;6;2007;1.481,60  ;1481.6
Jornada a tiempo parcial;04 Balears, Illes;6;2006;1.451,81  ;1451.81
Jornada a tiempo parcial;04 Balears, Illes;7;2022;2.260,72  ;2260.72
Jornada a tiempo parcial;04 Balears, Illes;7;2021;2.145,75  ;2145.75
Jornada a tiempo parcial;04 Balears, Illes;7;2020;2.034,72  ;2034.72
Jornada a tiempo parcial;04 Balears, Illes;7;2019;..;..
Jornada a tiempo parcial;04 Balears, Illes;7;2018;2.012,86  ;2012.86
Jornada a tiempo parcial;04 Balears, Illes;7;2017;2.109,47  ;2109.47
Jornada a tiempo parcial;04 Balears, Illes;7;2016;..;..
Jornada a tiempo parcial;04 Balears, Illes;7;2015;1.822,99  ;1822.99
Jornada a tiempo parcial;04 Balears, Illes;7;2014;1.898,35  ;1898.35
Jornada a tiempo parcial;04 Balears, Illes;7;2013;1.965,19  ;1965.19
Jornada a tiempo parcial;04 Balears, Illes;7;2012;1.906,76  ;1906.76
Jornada a tiempo parcial;04 Balears, Illes;7;2011;..;..
Jornada a tiempo parcial;04 Balears, Illes;7;2010;1.804,30  ;1804.3
Jornada a tiempo parcial;04 Balears, Illes;7;2009;..;..
Jornada a tiempo parcial;04 Balears, Illes;7;2008;1.736,21  ;1736.21
Jornada a tiempo parcial;04 Balears, Illes;7;2007;1.708,67  ;1708.67
Jornada a tiempo parcial;04 Balears, Illes;7;2006;..;..
Jornada a tiempo parcial;04 Balears, Illes;8;2022;2.524,80  ;2524.8
Jornada a tiempo parcial;04 Balears, Illes;8;2021;..;..
Jornada a tiempo parcial;04 Balears, Illes;8;2020;2.691,81  ;2691.81
Jornada a tiempo parcial;04 Balears, Illes;8;2019;..;..
Jornada a tiempo parcial;04 Balears, Illes;8;2018;..;..
Jornada a tiempo parcial;04 Balears, Illes;8;2017;2.249,62  ;2249.62
Jornada a tiempo parcial;04 Balears, Illes;8;2016;2.315,07  ;2315.07
Jornada a tiempo parcial;04 Balears, Illes;8;2015;2.262,17  ;2262.17
Jornada a tiempo parcial;04 Balears, Illes;8;2014;2.379,55  ;2379.55
Jornada a tiempo parcial;04 Balears, Illes;8;2013;..;..
Jornada a tiempo parcial;04 Balears, Illes;8;2012;..;..
Jornada a tiempo parcial;04 Balears, Illes;8;2011;2.098,75  ;2098.75
Jornada a tiempo parcial;04 Balears, Illes;8;2010;2.433,38  ;2433.38
Jornada a tiempo parcial;04 Balears, Illes;8;2009;2.304,31  ;2304.31
Jornada a tiempo parcial;04 Balears, Illes;8;2008;2.273,95  ;2273.95
Jornada a tiempo parcial;04 Balears, Illes;8;2007;..;..
Jornada a tiempo parcial;04 Balears, Illes;8;2006;1.948,02  ;1948.02
Jornada a tiempo parcial;04 Balears, Illes;9;2022;..;..
Jornada a tiempo parcial;04 Balears, Illes;9;2021;3.027,71  ;3027.71
Jornada a tiempo parcial;04 Balears, Illes;9;2020;..;..
Jornada a tiempo parcial;04 Balears, Illes;9;2019;2.804,23  ;2804.23
Jornada a tiempo parcial;04 Balears, Illes;9;2018;2.745,46  ;2745.46
Jornada a tiempo parcial;04 Balears, Illes;9;2017;2.872,83  ;2872.83
Jornada a tiempo parcial;04 Balears, Illes;9;2016;..;..
Jornada a tiempo parcial;04 Balears, Illes;9;2015;..;..
Jornada a tiempo parcial;04 Balears, Illes;9;2014;..;..
Jornada a tiempo parcial;04 Balears, Illes;9;2013;..;..
Jornada a tiempo parcial;04 Balears, Illes;9;2012;..;..
Jornada a tiempo parcial;04 Balears, Illes;9;2011;..;..
Jornada a tiempo parcial;04 Balears, Illes;9;2010;2.579,95  ;2579.95
Jornada a tiempo parcial;04 Balears, Illes;9;2009;2.751,20  ;2751.2
Jornada a tiempo parcial;04 Balears, Illes;9;2008;2.699,17  ;2699.17
Jornada a tiempo parcial;04 Balears, Illes;9;2007;..;..
Jornada a tiempo parcial;04 Balears, Illes;9;2006;..;..
Jornada a tiempo parcial;04 Balears, Illes;10;2022;..;..
Jornada a tiempo parcial;04 Balears, Illes;10;2021;..;..
Jornada a tiempo parcial;04 Balears, Illes;10;2020;..;..
Jornada a tiempo parcial;04 Balears, Illes;10;2019;..;..
Jornada a tiempo parcial;04 Balears, Illes;10;2018;..;..
Jornada a tiempo parcial;04 Balears, Illes;10;2017;..;..
Jornada a tiempo parcial;04 Balears, Illes;10;2016;..;..
Jornada a tiempo parcial;04 Balears, Illes;10;2015;..;..
Jornada a tiempo parcial;04 Balears, Illes;10;2014;..;..
Jornada a tiempo parcial;04 Balears, Illes;10;2013;..;..
Jornada a tiempo parcial;04 Balears, Illes;10;2012;..;..
Jornada a tiempo parcial;04 Balears, Illes;10;2011;..;..
Jornada a tiempo parcial;04 Balears, Illes;10;2010;..;..
Jornada a tiempo parcial;04 Balears, Illes;10;2009;..;..
Jornada a tiempo parcial;04 Balears, Illes;10;2008;..;..
Jornada a tiempo parcial;04 Balears, Illes;10;2007;..;..
Jornada a tiempo parcial;04 Balears, Illes;10;2006;..;..
Jornada a tiempo parcial;05 Canarias;Total decil;2022;771,12  ;771.12
Jornada a tiempo parcial;05 Canarias;Total decil;2021;856,08  ;856.08
Jornada a tiempo parcial;05 Canarias;Total decil;2020;686,04  ;686.04
Jornada a tiempo parcial;05 Canarias;Total decil;2019;734,18  ;734.18
Jornada a tiempo parcial;05 Canarias;Total decil;2018;714,98  ;714.98
Jornada a tiempo parcial;05 Canarias;Total decil;2017;689,13  ;689.13
Jornada a tiempo parcial;05 Canarias;Total decil;2016;686,35  ;686.35
Jornada a tiempo parcial;05 Canarias;Total decil;2015;633,86  ;633.86
Jornada a tiempo parcial;05 Canarias;Total decil;2014;577,36  ;577.36
Jornada a tiempo parcial;05 Canarias;Total decil;2013;623,96  ;623.96
Jornada a tiempo parcial;05 Canarias;Total decil;2012;628,33  ;628.33
Jornada a tiempo parcial;05 Canarias;Total decil;2011;607,26  ;607.26
Jornada a tiempo parcial;05 Canarias;Total decil;2010;667,26  ;667.26
Jornada a tiempo parcial;05 Canarias;Total decil;2009;643,85  ;643.85
Jornada a tiempo parcial;05 Canarias;Total decil;2008;646,09  ;646.09
Jornada a tiempo parcial;05 Canarias;Total decil;2007;621,64  ;621.64
Jornada a tiempo parcial;05 Canarias;Total decil;2006;621,22  ;621.22
Jornada a tiempo parcial;05 Canarias;1;2022;649,11  ;649.11
Jornada a tiempo parcial;05 Canarias;1;2021;553,33  ;553.33
Jornada a tiempo parcial;05 Canarias;1;2020;528,96  ;528.96
Jornada a tiempo parcial;05 Canarias;1;2019;569,70  ;569.7
